Country Name,Country Code,Year,Value,Disaggregation
Ethiopia,ETH,2021,8.229,"At least completed upper secondary, female"
Fiji,FJI,2021,26.083,"At least completed upper secondary, female"
Finland,FIN,2022,82.509,"At least completed upper secondary, female"
France,FRA,2023,76.676,"At least completed upper secondary, female"
French Polynesia,PYF,2007,50.75,"At least completed upper secondary, female"
"Gambia, The",GMB,2023,23.559,"At least completed upper secondary, female"
Georgia,GEO,2023,92.724,"At least completed upper secondary, female"
Germany,DEU,2022,78.395,"At least completed upper secondary, female"
Ghana,GHA,2022,17.0,"At least completed upper secondary, female"
Greece,GRC,2022,66.666,"At least completed upper secondary, female"
Grenada,GRD,2020,52.559,"At least completed upper secondary, female"
Guatemala,GTM,2023,16.731,"At least completed upper secondary, female"
Guinea,GIN,2019,24.285,"At least completed upper secondary, female"
Guinea-Bissau,GNB,2022,10.346,"At least completed upper secondary, female"
Guyana,GUY,2019,36.345,"At least completed upper secondary, female"
Haiti,HTI,2017,9.204,"At least completed upper secondary, female"
Honduras,HND,2023,19.873,"At least completed upper secondary, female"
"Hong Kong SAR, China",HKG,2023,64.067,"At least completed upper secondary, female"
Hungary,HUN,2022,79.872,"At least completed upper secondary, female"
Iceland,ISL,2022,78.773,"At least completed upper secondary, female"
India,IND,2023,27.44,"At least completed upper secondary, female"
Indonesia,IDN,2023,35.974,"At least completed upper secondary, female"
"Iran, Islamic Rep.",IRN,2022,42.671,"At least completed upper secondary, female"
Iraq,IRQ,2021,17.35,"At least completed upper secondary, female"
Ireland,IRL,2022,80.982,"At least completed upper secondary, female"
Israel,ISR,2022,85.455,"At least completed upper secondary, female"
Italy,ITA,2022,52.815,"At least completed upper secondary, female"
Jamaica,JAM,2022,59.751,"At least completed upper secondary, female"
Japan,JPN,2020,84.35,"At least completed upper secondary, female"
Jordan,JOR,2023,41.62,"At least completed upper secondary, female"
Kazakhstan,KAZ,2019,93.993,"At least completed upper secondary, female"
Kenya,KEN,2022,32.57,"At least completed upper secondary, female"
Kiribati,KIR,2020,47.811,"At least completed upper secondary, female"
"Korea, Dem. People's Rep.",PRK,2022,74.03,"At least completed upper secondary, female"
"Korea, Rep.",KOR,2023,75.363,"At least completed upper secondary, female"
Kuwait,KWT,2018,39.28,"At least completed upper secondary, female"
Kyrgyz Republic,KGZ,2018,64.462,"At least completed upper secondary, female"
Lao PDR,LAO,2022,19.709,"At least completed upper secondary, female"
Latvia,LVA,2023,73.654,"At least completed upper secondary, female"
Lebanon,LBN,2019,42.496,"At least completed upper secondary, female"
Lesotho,LSO,2019,6.067,"At least completed upper secondary, female"
Liberia,LBR,2019,16.939,"At least completed upper secondary, female"
Libya,LBY,1984,9.5,"At least completed upper secondary, female"
Liechtenstein,LIE,2000,62.5,"At least completed upper secondary, female"
Lithuania,LTU,2022,92.316,"At least completed upper secondary, female"
Luxembourg,LUX,2022,75.466,"At least completed upper secondary, female"
"Macao SAR, China",MAC,2016,50.88,"At least completed upper secondary, female"
Madagascar,MDG,2021,7.363,"At least completed upper secondary, female"
Malawi,MWI,2020,7.658,"At least completed upper secondary, female"
Malaysia,MYS,2022,69.26,"At least completed upper secondary, female"
Maldives,MDV,2019,28.109,"At least completed upper secondary, female"
Mali,MLI,2022,6.788,"At least completed upper secondary, female"
Malta,MLT,2022,55.073,"At least completed upper secondary, female"
Marshall Islands,MHL,2021,46.965,"At least completed upper secondary, female"
Mauritania,MRT,2019,2.895,"At least completed upper secondary, female"
Mauritius,MUS,2022,45.991,"At least completed upper secondary, female"
Mexico,MEX,2023,40.02,"At least completed upper secondary, female"
"Micronesia, Fed. Sts.",FSM,2014,59.211,"At least completed upper secondary, female"
Moldova,MDA,2023,74.631,"At least completed upper secondary, female"
Monaco,MCO,2016,88.355,"At least completed upper secondary, female"
Mongolia,MNG,2023,84.317,"At least completed upper secondary, female"
Montenegro,MNE,2021,55.191,"At least completed upper secondary, female"
Morocco,MAR,2014,12.003,"At least completed upper secondary, female"
Mozambique,MOZ,2022,8.79,"At least completed upper secondary, female"
Myanmar,MMR,2020,59.388,"At least completed upper secondary, female"
Namibia,NAM,2016,31.78,"At least completed upper secondary, female"
Nauru,NRU,2021,32.94,"At least completed upper secondary, female"
Nepal,NPL,2021,10.026,"At least completed upper secondary, female"
Netherlands,NLD,2022,72.371,"At least completed upper secondary, female"
New Caledonia,NCL,2022,82.452,"At least completed upper secondary, female"
New Zealand,NZL,2020,74.57,"At least completed upper secondary, female"
Nicaragua,NIC,2021,53.43,"At least completed upper secondary, female"
Niger,NER,2022,2.21,"At least completed upper secondary, female"
Nigeria,NGA,2022,59.834,"At least completed upper secondary, female"
North Macedonia,MKD,2023,68.052,"At least completed upper secondary, female"
Norway,NOR,2022,78.26,"At least completed upper secondary, female"
Oman,OMN,2022,71.66,"At least completed upper secondary, female"
Pakistan,PAK,2021,19.749,"At least completed upper secondary, female"
Palau,PLW,2020,90.098,"At least completed upper secondary, female"
Panama,PAN,2023,53.413,"At least completed upper secondary, female"
Papua New Guinea,PNG,2022,14.575,"At least completed upper secondary, female"
Paraguay,PRY,2022,46.99,"At least completed upper secondary, female"
Peru,PER,2023,60.555,"At least completed upper secondary, female"
Philippines,PHL,2022,35.577,"At least completed upper secondary, female"
Poland,POL,2023,71.314,"At least completed upper secondary, female"
Portugal,PRT,2023,48.927,"At least completed upper secondary, female"
Puerto Rico,PRI,2017,81.86,"At least completed upper secondary, female"
Qatar,QAT,2022,75.24,"At least completed upper secondary, female"
Romania,ROU,2022,68.22,"At least completed upper secondary, female"
Russian Federation,RUS,2023,92.477,"At least completed upper secondary, female"
Rwanda,RWA,2023,13.046,"At least completed upper secondary, female"
Samoa,WSM,2022,47.723,"At least completed upper secondary, female"
San Marino,SMR,2022,57.85,"At least completed upper secondary, female"
Sao Tome and Principe,STP,2017,6.864,"At least completed upper secondary, female"
Saudi Arabia,SAU,2023,64.805,"At least completed upper secondary, female"
Senegal,SEN,2022,7.824,"At least completed upper secondary, female"
Serbia,SRB,2023,72.13,"At least completed upper secondary, female"
Seychelles,SYC,2020,82.952,"At least completed upper secondary, female"
Sierra Leone,SLE,2019,6.594,"At least completed upper secondary, female"
Singapore,SGP,2023,60.469,"At least completed upper secondary, female"
Slovak Republic,SVK,2022,87.235,"At least completed upper secondary, female"
Slovenia,SVN,2022,83.113,"At least completed upper secondary, female"
Solomon Islands,SLB,2013,22.855,"At least completed upper secondary, female"
Somalia,SOM,2022,3.63,"At least completed upper secondary, female"
South Africa,ZAF,2023,44.009,"At least completed upper secondary, female"
South Sudan,SSD,2008,10.85,"At least completed upper secondary, female"
Spain,ESP,2023,55.639,"At least completed upper secondary, female"
Sri Lanka,LKA,2022,64.84,"At least completed upper secondary, female"
St. Lucia,LCA,2022,23.49,"At least completed upper secondary, female"
Sudan,SDN,2022,19.456,"At least completed upper secondary, female"
Suriname,SUR,2018,23.247,"At least completed upper secondary, female"
Sweden,SWE,2022,84.694,"At least completed upper secondary, female"
Switzerland,CHE,2023,81.641,"At least completed upper secondary, female"
Syrian Arab Republic,SYR,2009,18.88,"At least completed upper secondary, female"
Tajikistan,TJK,2017,76.21,"At least completed upper secondary, female"
Tanzania,TZA,2022,5.041,"At least completed upper secondary, female"
Thailand,THA,2023,39.266,"At least completed upper secondary, female"
Timor-Leste,TLS,2022,13.473,"At least completed upper secondary, female"
Togo,TGO,2022,8.323,"At least completed upper secondary, female"
Tonga,TON,2021,70.241,"At least completed upper secondary, female"
Trinidad and Tobago,TTO,2022,65.175,"At least completed upper secondary, female"
Tunisia,TUN,2023,40.559,"At least completed upper secondary, female"
Turkiye,TUR,2023,35.789,"At least completed upper secondary, female"
Turkmenistan,TKM,2019,27.781,"At least completed upper secondary, female"
Turks and Caicos Islands,TCA,2019,74.812,"At least completed upper secondary, female"
Tuvalu,TUV,2022,40.073,"At least completed upper secondary, female"
Uganda,UGA,2021,32.351,"At least completed upper secondary, female"
Ukraine,UKR,2021,70.252,"At least completed upper secondary, female"
United Arab Emirates,ARE,2022,72.47,"At least completed upper secondary, female"
United Kingdom,GBR,2023,79.475,"At least completed upper secondary, female"
United States,USA,2023,95.454,"At least completed upper secondary, female"
Uruguay,URY,2023,36.659,"At least completed upper secondary, female"
Uzbekistan,UZB,2022,96.03,"At least completed upper secondary, female"
Vanuatu,VUT,2020,17.619,"At least completed upper secondary, female"
"Venezuela, RB",VEN,2017,61.306,"At least completed upper secondary, female"
Viet Nam,VNM,2023,34.499,"At least completed upper secondary, female"
West Bank and Gaza,PSE,2022,49.32,"At least completed upper secondary, female"
"Yemen, Rep.",YEM,2023,15.64,"At least completed upper secondary, female"
Zambia,ZMB,2022,29.936,"At least completed upper secondary, female"
Zimbabwe,ZWE,2022,63.127,"At least completed upper secondary, female"
