Entity,Year,Estimated maternal mortality ratio,Population (historical)
Data source:,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017
COG,1918,,528842
COG,1919,,527863
COG,1920,,529118
COG,1921,,532626
COG,1922,,538408
COG,1923,,546484
COG,1924,,554681
COG,1925,,563001
COG,1926,,571446
COG,1927,,580018
COG,1928,,588718
COG,1929,,597428
COG,1930,,606145
COG,1931,,614868
COG,1932,,623596
COG,1933,,632326
COG,1934,,641179
COG,1935,,650155
COG,1936,,659258
COG,1937,,668487
COG,1938,,677846
COG,1939,,687893
COG,1940,,698649
COG,1941,,710132
COG,1942,,722365
COG,1943,,735368
COG,1944,,748604
COG,1945,,762079
COG,1946,,775797
COG,1947,,789761
COG,1948,,803977
COG,1949,,819090
COG,1950,,835269
COG,1951,,853643
COG,1952,,872685
COG,1953,,892463
COG,1954,,913022
COG,1955,,934436
COG,1956,,956824
COG,1957,,980204
COG,1958,,1004630
COG,1959,,1030164
COG,1960,,1056737
COG,1961,,1084395
COG,1962,,1113181
COG,1963,,1143269
COG,1964,,1174822
COG,1965,,1207887
COG,1966,,1242543
COG,1967,,1278697
COG,1968,,1316525
COG,1969,,1356187
COG,1970,,1397640
COG,1971,,1441048
COG,1972,,1486478
COG,1973,,1533684
COG,1974,,1582304
COG,1975,,1627032
COG,1976,,1667234
COG,1977,,1707571
COG,1978,,1748096
COG,1979,,1788525
COG,1980,,1828990
COG,1981,,1869766
COG,1982,,1910431
COG,1983,,1950327
COG,1984,,1999533
COG,2021,,5892186
COG,2022,,6035107
COG,2023,,6182889
COK,1700,,14670
COK,1800,,16140
COK,1843,,17000
COK,1850,,16000
COK,1900,,9000
COK,1902,,8200
COK,1906,,8500
COK,1911,,8700
COK,1916,,8800
COK,1921,,9500
COK,1926,,10000
COK,1936,,12000
COK,1945,,14000
COK,1950,,14714
COK,1951,,15075
COK,1952,,15363
COK,1953,,15631
COK,1954,,15907
COK,1955,,16189
COK,1956,,16455
COK,1957,,16710
COK,1958,,16988
COK,1959,,17315
COK,1960,,17685
COK,1961,,18059
COK,1962,,18310
COK,1963,,18445
COK,1964,,18609
COK,1965,,18804
COK,1966,,19038
COK,1967,,19348
COK,1968,,19711
COK,1969,,20100
COK,1970,,20511
COK,1971,,20889
COK,1972,,20795
COK,1973,,20211
COK,1974,,19583
COK,1975,,18920
COK,1976,,18269
COK,1977,,17932
COK,1978,,17872
COK,1979,,17799
COK,1980,,17718
COK,1981,,17623
COK,1982,,17498
COK,1983,,17304
COK,1984,,17085
COK,1985,,16853
COK,1986,,16626
COK,1987,,16601
COK,1988,,16771
COK,1989,,16958
COK,1990,,17146
COK,1991,,17328
COK,1992,,17495
COK,1993,,17615
COK,1994,,17709
COK,1995,,17801
COK,1996,,17880
COK,1997,,17648
COK,1998,,17102
COK,1999,,16504
COK,2000,,15876
COK,2001,,15259
COK,2002,,14994
COK,2003,,15049
COK,2004,,15103
COK,2005,,15152
COK,2006,,15233
COK,2007,,15519
COK,2008,,16003
COK,2009,,16497
COK,2010,,16999
COK,2011,,17478
COK,2012,,17689
COK,2013,,17626
COK,2014,,17555
COK,2015,,17469
COK,2016,,17358
COK,2017,,17066
COK,2018,,16622
COK,2019,,16151
COK,2020,,15663
COK,2021,,15204
COK,2022,,14747
COK,2023,,14243
CRI,1985,49.588284,2741904
CRI,1986,49.10155,2817219
CRI,1987,45.319702,2892698
CRI,1988,44.537476,2968102
CRI,1989,44.07275,3043826
CRI,1990,44.087597,3121707
CRI,1991,43.401188,3202181
CRI,1992,43.70428,3284261
CRI,1993,43.983536,3367436
CRI,1994,41.578266,3451122
CRI,1995,42.7589,3535181
CRI,1996,44.236595,3619014
CRI,1997,37.953297,3701712
CRI,1998,40.706924,3782840
CRI,1999,39.074203,3862104
CRI,2000,38.507854,3937737
CRI,2001,37.118683,4008950
CRI,2002,36.468597,4075712
CRI,2003,36.926502,4138790
CRI,2004,31.82975,4200080
CRI,2005,30.536617,4261240
CRI,2006,29.450565,4321339
CRI,2007,28.280283,4380249
CRI,2008,27.123606,4440057
CRI,2009,26.328058,4499788
CRI,2010,26.574816,4555965
CRI,2011,24.251762,4609834
CRI,2012,24.15619,4663932
CRI,2013,23.30556,4716153
CRI,2014,24.235779,4767126
CRI,2015,19.693003,4818044
CRI,2016,18.574123,4867002
CRI,2017,18.71925,4913177
CRI,2018,17.989922,4957814
CRI,2019,18.696135,4999551
CRI,2020,22.003805,5034323
CRI,-10000,,2115
CRI,-9000,,3173
CRI,-8000,,4760
CRI,-7000,,7140
CRI,-6000,,10711
CRI,-5000,,16066
CRI,-4000,,24100
CRI,-3000,,36150
CRI,-2000,,54225
CRI,-1000,,81337
CRI,0,,122006
CRI,100,,133098
CRI,200,,145198
CRI,300,,158398
CRI,400,,172797
CRI,500,,188506
CRI,600,,205643
CRI,700,,224338
CRI,800,,244733
CRI,900,,266981
CRI,1000,,291252
CRI,1100,,317730
CRI,1200,,346614
CRI,1300,,378125
CRI,1400,,412500
CRI,1500,,450000
CRI,1600,,8000
CRI,1700,,22742
CRI,1710,,24606
CRI,1720,,26623
CRI,1730,,28805
CRI,1740,,31166
CRI,1750,,33720
CRI,1760,,36484
CRI,1770,,39475
CRI,1780,,42711
CRI,1790,,46212
CRI,1800,,53000
CRI,1801,,53460
CRI,1802,,53924
CRI,1803,,54392
CRI,1804,,54864
CRI,1805,,55340
CRI,1806,,55821
CRI,1807,,56305
CRI,1808,,56794
CRI,1809,,57287
CRI,1810,,57788
CRI,1811,,58290
CRI,1812,,58796
CRI,1813,,59306
CRI,1814,,59821
CRI,1815,,60340
CRI,1816,,60864
CRI,1817,,61392
CRI,1818,,61925
CRI,1819,,62625
CRI,1820,,63498
CRI,1821,,64547
CRI,1822,,65779
CRI,1823,,67199
CRI,1824,,68650
CRI,1825,,70132
CRI,1826,,71646
CRI,1827,,73192
CRI,1828,,74772
CRI,1829,,76344
CRI,1830,,77905
CRI,1831,,79455
CRI,1832,,80994
CRI,1833,,82519
CRI,1834,,84073
CRI,1835,,85657
CRI,1836,,87270
CRI,1837,,88914
CRI,1838,,90588
CRI,1839,,92076
CRI,1840,,93371
CRI,1841,,94469
CRI,1842,,95365
CRI,1843,,96052
CRI,1844,,96745
CRI,1845,,97442
CRI,1846,,98145
CRI,1847,,98852
CRI,1848,,99565
CRI,1849,,100488
CRI,1850,,101627
CRI,1851,,103127
CRI,1852,,104857
CRI,1853,,106824
CRI,1854,,108828
CRI,1855,,110870
CRI,1856,,112949
CRI,1857,,115067
CRI,1858,,117225
CRI,1859,,119325
CRI,1860,,121363
CRI,1861,,123339
CRI,1862,,125248
CRI,1863,,127087
CRI,1864,,128954
CRI,1865,,130847
CRI,1866,,132768
CRI,1867,,134718
CRI,1868,,136695
CRI,1869,,139136
CRI,1870,,142062
CRI,1871,,145492
CRI,1872,,149450
CRI,1873,,153958
CRI,1874,,158602
CRI,1875,,163385
CRI,1876,,168312
CRI,1877,,173388
CRI,1878,,178616
CRI,1879,,184022
CRI,1880,,189610
CRI,1881,,195387
CRI,1882,,201360
CRI,1883,,207534
CRI,1884,,213898
CRI,1885,,220456
CRI,1886,,227215
CRI,1887,,234180
CRI,1888,,241359
CRI,1889,,248294
CRI,1890,,254968
CRI,1891,,261360
CRI,1892,,267452
CRI,1893,,273223
CRI,1894,,279118
CRI,1895,,285140
CRI,1896,,291291
CRI,1897,,297574
CRI,1898,,303993
CRI,1899,,310549
CRI,1900,,317246
CRI,1901,,324088
CRI,1902,,331076
CRI,1903,,338214
CRI,1904,,345506
CRI,1905,,352954
CRI,1906,,360563
CRI,1907,,368334
CRI,1908,,376273
CRI,1909,,383945
CRI,1910,,391337
CRI,1911,,398435
CRI,1912,,405225
CRI,1913,,411692
CRI,1914,,418262
CRI,1915,,424936
CRI,1916,,431716
CRI,1917,,438604
CRI,1918,,445048
CRI,1919,,451852
CRI,1920,,459026
CRI,1921,,466580
CRI,1922,,474525
CRI,1923,,482871
CRI,1924,,491364
CRI,1925,,500006
CRI,1926,,508800
CRI,1927,,517749
CRI,1928,,526856
CRI,1929,,536575
CRI,1930,,546929
CRI,1931,,557938
CRI,1932,,569625
CRI,1933,,582011
CRI,1934,,594666
CRI,1935,,607597
CRI,1936,,620809
CRI,1937,,634307
CRI,1938,,648100
CRI,1939,,663863
CRI,1940,,681697
CRI,1941,,701706
CRI,1942,,723998
CRI,1943,,748685
CRI,1944,,774214
CRI,1945,,800613
CRI,1946,,827913
CRI,1947,,856143
CRI,1948,,885336
CRI,1949,,916093
CRI,1950,,926763
CRI,1951,,958418
CRI,1952,,991799
CRI,1953,,1027011
CRI,1954,,1064116
CRI,1955,,1103055
CRI,1956,,1143853
CRI,1957,,1186637
CRI,1958,,1231561
CRI,1959,,1278594
CRI,1960,,1327499
CRI,1961,,1377918
CRI,1962,,1429446
CRI,1963,,1481606
CRI,1964,,1533966
CRI,1965,,1586215
CRI,1966,,1638122
CRI,1967,,1689533
CRI,1968,,1739732
CRI,1969,,1789282
CRI,1970,,1838949
CRI,1971,,1888549
CRI,1972,,1938261
CRI,1973,,1988349
CRI,1974,,2039649
CRI,1975,,2092715
CRI,1976,,2147772
CRI,1977,,2205036
CRI,1978,,2264517
CRI,1979,,2326491
CRI,1980,,2390640
CRI,1981,,2456643
CRI,1982,,2524811
CRI,1983,,2595155
CRI,1984,,2667597
CRI,2021,,5059992
CRI,2022,,5081765
CRI,2023,,5105527
CIV,1985,667.0109,10040486
CIV,1986,668.2326,10440923
CIV,1987,666.30414,10851480
CIV,1988,647.68994,11275194
CIV,1989,626.85706,11719772
CIV,1990,624.5922,12189781
CIV,1991,592.38367,12683875
CIV,1992,584.1306,13200312
CIV,1993,549.87787,13735955
CIV,1994,535.84625,14287212
CIV,1995,506.5647,14855566
CIV,1996,459.76477,15442322
CIV,1997,451.0575,16047178
CIV,1998,454.6891,16663948
CIV,1999,465.62143,17215937
CIV,2000,473.46722,17699006
CIV,2001,495.45026,18178920
CIV,2002,519.8173,18654774
CIV,2003,539.48627,19125546
CIV,2004,536.0818,19594996
CIV,2005,540.2546,20068468
CIV,2006,582.76117,20546810
CIV,2007,589.3814,21030560
CIV,2008,588.7045,21514445
CIV,2009,619.392,21997937
CIV,2010,604.14594,22488068
CIV,2011,590.9401,22982002
CIV,2012,597.26385,23467082
CIV,2013,578.7435,23939775
CIV,2014,550.2865,24527392
CIV,2015,529.76483,25246346
CIV,2016,537.3693,25989404
CIV,2017,512.4202,26733377
CIV,2018,522.2657,27464175
CIV,2019,482.8607,28193014
CIV,2020,479.90674,28915452
CIV,-10000,,4806
CIV,-9000,,6729
CIV,-8000,,9421
CIV,-7000,,13189
CIV,-6000,,18465
CIV,-5000,,25851
CIV,-4000,,36192
CIV,-3000,,50669
CIV,-2000,,70937
CIV,-1000,,99312
CIV,0,,139037
CIV,100,,158899
CIV,200,,181599
CIV,300,,207542
CIV,400,,237191
CIV,500,,271075
CIV,600,,309800
CIV,700,,354058
CIV,800,,404637
CIV,900,,462443
CIV,1000,,528506
CIV,1100,,604007
CIV,1200,,690294
CIV,1300,,788907
CIV,1400,,901608
CIV,1500,,1030409
CIV,1600,,1177611
CIV,1700,,1345841
CIV,1710,,1355001
CIV,1720,,1364610
CIV,1730,,1374711
CIV,1740,,1385353
CIV,1750,,1396592
CIV,1760,,1408494
CIV,1770,,1421135
CIV,1780,,1434604
CIV,1790,,1449009
CIV,1800,,1088530
CIV,1801,,1088530
CIV,1802,,1088530
CIV,1803,,1088530
CIV,1804,,1088530
CIV,1805,,1088530
CIV,1806,,1088530
CIV,1807,,1088530
CIV,1808,,1088530
CIV,1809,,1088530
CIV,1810,,1088530
CIV,1811,,1088530
CIV,1812,,1088530
CIV,1813,,1088530
CIV,1814,,1088530
CIV,1815,,1088530
CIV,1816,,1088530
CIV,1817,,1088530
CIV,1818,,1088530
CIV,1819,,1088156
CIV,1820,,1087409
CIV,1821,,1086290
CIV,1822,,1084798
CIV,1823,,1082935
CIV,1824,,1081076
CIV,1825,,1079219
CIV,1826,,1077366
CIV,1827,,1075516
CIV,1828,,1073669
CIV,1829,,1071826
CIV,1830,,1069985
CIV,1831,,1068148
CIV,1832,,1066314
CIV,1833,,1064483
CIV,1834,,1062655
CIV,1835,,1060830
CIV,1836,,1059009
CIV,1837,,1057190
CIV,1838,,1055375
CIV,1839,,1053562
CIV,1840,,1051753
CIV,1841,,1049947
CIV,1842,,1048144
CIV,1843,,1046345
CIV,1844,,1044548
CIV,1845,,1042754
CIV,1846,,1040964
CIV,1847,,1039176
CIV,1848,,1037392
CIV,1849,,1037413
CIV,1850,,1039249
CIV,1851,,1044163
CIV,1852,,1050925
CIV,1853,,1059551
CIV,1854,,1068246
CIV,1855,,1077011
CIV,1856,,1085847
CIV,1857,,1094753
CIV,1858,,1103731
CIV,1859,,1112556
CIV,1860,,1121227
CIV,1861,,1129739
CIV,1862,,1138090
CIV,1863,,1146275
CIV,1864,,1154518
CIV,1865,,1162819
CIV,1866,,1171177
CIV,1867,,1179594
CIV,1868,,1188070
CIV,1869,,1196846
CIV,1870,,1205926
CIV,1871,,1215315
CIV,1872,,1225018
CIV,1873,,1235038
CIV,1874,,1245139
CIV,1875,,1255320
CIV,1876,,1265583
CIV,1877,,1275928
CIV,1878,,1286356
CIV,1879,,1296345
CIV,1880,,1305888
CIV,1881,,1314976
CIV,1882,,1323604
CIV,1883,,1331762
CIV,1884,,1339969
CIV,1885,,1348225
CIV,1886,,1356529
CIV,1887,,1364883
CIV,1888,,1373287
CIV,1889,,1382296
CIV,1890,,1391919
CIV,1891,,1402165
CIV,1892,,1413044
CIV,1893,,1424564
CIV,1894,,1436176
CIV,1895,,1447881
CIV,1896,,1459679
CIV,1897,,1471572
CIV,1898,,1483559
CIV,1899,,1494739
CIV,1900,,1505099
CIV,1901,,1514625
CIV,1902,,1523307
CIV,1903,,1531131
CIV,1904,,1538993
CIV,1905,,1546894
CIV,1906,,1554833
CIV,1907,,1562811
CIV,1908,,1570828
CIV,1909,,1579518
CIV,1910,,1588890
CIV,1911,,1598952
CIV,1912,,1609714
CIV,1913,,1621185
CIV,1914,,1632735
CIV,1915,,1644365
CIV,1916,,1656077
CIV,1917,,1667869
CIV,1918,,1677876
CIV,1919,,1691000
CIV,1920,,1707305
CIV,1921,,1726856
CIV,1922,,1749721
CIV,1923,,1775966
CIV,1924,,1802606
CIV,1925,,1829645
CIV,1926,,1857089
CIV,1927,,1884946
CIV,1928,,1913220
CIV,1929,,1941524
CIV,1930,,1969853
CIV,1931,,1998202
CIV,1932,,2026565
CIV,1933,,2054937
CIV,1934,,2083706
CIV,1935,,2112878
CIV,1936,,2142458
CIV,1937,,2172453
CIV,1938,,2202867
CIV,1939,,2235519
CIV,1940,,2270472
CIV,1941,,2307792
CIV,1942,,2347546
CIV,1943,,2389801
CIV,1944,,2432818
CIV,1945,,2476609
CIV,1946,,2521188
CIV,1947,,2566569
CIV,1948,,2612767
CIV,1949,,2669371
CIV,1950,,2735187
CIV,1951,,2809369
CIV,1952,,2885719
CIV,1953,,2965134
CIV,1954,,3048538
CIV,1955,,3136630
CIV,1956,,3230015
CIV,1957,,3329284
CIV,1958,,3435088
CIV,1959,,3548954
CIV,1960,,3673672
CIV,1961,,3810152
CIV,1962,,3956947
CIV,1963,,4112069
CIV,1964,,4273955
CIV,1965,,4442383
CIV,1966,,4617523
CIV,1967,,4799743
CIV,1968,,4990025
CIV,1969,,5192227
CIV,1970,,5411572
CIV,1971,,5650874
CIV,1972,,5909722
CIV,1973,,6184950
CIV,1974,,6474062
CIV,1975,,6776303
CIV,1976,,7057962
CIV,1977,,7321955
CIV,1978,,7603136
CIV,1979,,7902267
CIV,1980,,8220717
CIV,1981,,8556599
CIV,1982,,8907942
CIV,1983,,9272742
CIV,1984,,9650521
CIV,2021,,29639735
CIV,2022,,30395003
CIV,2023,,31165651
HRV,1985,12.883533,4754551
HRV,1986,11.082208,4773057
HRV,1987,11.277881,4790207
HRV,1988,11.046285,4806030
HRV,1989,11.806777,4820726
HRV,1990,11.606214,4835068
HRV,1991,12.605231,4825159
HRV,1992,10.642485,4782238
HRV,1993,10.839842,4729737
HRV,1994,10.1336355,4675515
HRV,1995,12.527371,4619361
HRV,1996,11.331081,4562291
HRV,1997,11.045783,4504629
HRV,1998,10.812505,4445669
HRV,1999,10.885336,4385822
HRV,2000,10.906095,4326105
HRV,2001,10.53485,4301078
HRV,2002,10.834464,4305783
HRV,2003,10.852756,4306682
HRV,2004,9.721027,4310054
HRV,2005,9.228106,4313946
HRV,2006,8.758287,4315802
HRV,2007,8.666889,4315957
HRV,2008,7.980993,4314634
HRV,2009,9.005521,4310537
HRV,2010,7.236617,4301152
HRV,2011,7.0512004,4280827
HRV,2012,6.424494,4259234
HRV,2013,6.0876713,4242404
HRV,2014,5.89039,4219485
HRV,2015,6.146268,4183732
HRV,2016,5.3430123,4136438
HRV,2017,5.356712,4079198
HRV,2018,4.890743,4024868
HRV,2019,4.5328746,3986338
HRV,2020,4.8168216,3953957
HRV,-10000,,1198
HRV,-9000,,2119
HRV,-8000,,3749
HRV,-7000,,6634
HRV,-6000,,11738
HRV,-5000,,20767
HRV,-4000,,36742
HRV,-3000,,65005
HRV,-2000,,115009
HRV,-1000,,203478
HRV,0,,360000
HRV,100,,365299
HRV,200,,371007
HRV,300,,376804
HRV,400,,382691
HRV,500,,388671
HRV,600,,394744
HRV,700,,400912
HRV,800,,407176
HRV,900,,413538
HRV,1000,,420000
HRV,1100,,444000
HRV,1200,,468000
HRV,1300,,492000
HRV,1400,,516000
HRV,1500,,540000
HRV,1600,,660000
HRV,1700,,660000
HRV,1710,,674690
HRV,1720,,702228
HRV,1730,,730890
HRV,1740,,760723
HRV,1750,,791773
HRV,1760,,824090
HRV,1770,,857726
HRV,1780,,892735
HRV,1790,,929174
HRV,1800,,1227886
HRV,1801,,1227886
HRV,1802,,1227886
HRV,1803,,1227886
HRV,1804,,1227886
HRV,1805,,1227886
HRV,1806,,1227886
HRV,1807,,1227886
HRV,1808,,1227886
HRV,1809,,1227886
HRV,1810,,1227886
HRV,1811,,1227886
HRV,1812,,1227886
HRV,1813,,1227886
HRV,1814,,1227886
HRV,1815,,1227886
HRV,1816,,1227886
HRV,1817,,1227886
HRV,1818,,1227886
HRV,1819,,1230048
HRV,1820,,1234391
HRV,1821,,1240934
HRV,1822,,1249697
HRV,1823,,1260699
HRV,1824,,1271798
HRV,1825,,1282994
HRV,1826,,1294290
HRV,1827,,1305684
HRV,1828,,1317179
HRV,1829,,1328775
HRV,1830,,1340473
HRV,1831,,1352274
HRV,1832,,1364179
HRV,1833,,1376189
HRV,1834,,1388305
HRV,1835,,1400527
HRV,1836,,1412857
HRV,1837,,1425295
HRV,1838,,1437843
HRV,1839,,1450501
HRV,1840,,1463271
HRV,1841,,1476154
HRV,1842,,1489149
HRV,1843,,1502259
HRV,1844,,1515485
HRV,1845,,1528827
HRV,1846,,1542286
HRV,1847,,1555864
HRV,1848,,1569561
HRV,1849,,1583379
HRV,1850,,1597319
HRV,1851,,1611606
HRV,1852,,1626020
HRV,1853,,1640564
HRV,1854,,1655237
HRV,1855,,1670042
HRV,1856,,1684979
HRV,1857,,1700050
HRV,1858,,1715255
HRV,1859,,1730597
HRV,1860,,1746076
HRV,1861,,1761693
HRV,1862,,1777449
HRV,1863,,1793347
HRV,1864,,1809387
HRV,1865,,1825570
HRV,1866,,1841898
HRV,1867,,1858372
HRV,1868,,1874993
HRV,1869,,1891763
HRV,1870,,1908682
HRV,1871,,1925753
HRV,1872,,1942977
HRV,1873,,1960355
HRV,1874,,1977888
HRV,1875,,1995578
HRV,1876,,2013426
HRV,1877,,2031433
HRV,1878,,2049602
HRV,1879,,2067933
HRV,1880,,2086428
HRV,1881,,2105089
HRV,1882,,2123916
HRV,1883,,2142911
HRV,1884,,2162077
HRV,1885,,2181414
HRV,1886,,2200923
HRV,1887,,2220607
HRV,1888,,2240468
HRV,1889,,2260505
HRV,1890,,2280722
HRV,1891,,2301120
HRV,1892,,2321700
HRV,1893,,2342464
HRV,1894,,2363414
HRV,1895,,2384551
HRV,1896,,2405877
HRV,1897,,2427393
HRV,1898,,2449102
HRV,1899,,2471005
HRV,1900,,2493105
HRV,1901,,2515401
HRV,1902,,2537897
HRV,1903,,2560594
HRV,1904,,2583494
HRV,1905,,2606599
HRV,1906,,2629910
HRV,1907,,2653430
HRV,1908,,2677160
HRV,1909,,2701103
HRV,1910,,2725259
HRV,1911,,2749631
HRV,1912,,2774221
HRV,1913,,2799031
HRV,1914,,2824063
HRV,1915,,2849319
HRV,1916,,2874801
HRV,1917,,2900510
HRV,1918,,2926045
HRV,1919,,2951805
HRV,1920,,2977792
HRV,1921,,3004008
HRV,1922,,3030454
HRV,1923,,3057133
HRV,1924,,3084048
HRV,1925,,3111199
HRV,1926,,3138589
HRV,1927,,3166220
HRV,1928,,3194094
HRV,1929,,3222214
HRV,1930,,3250582
HRV,1931,,3279199
HRV,1932,,3308068
HRV,1933,,3337191
HRV,1934,,3366571
HRV,1935,,3396209
HRV,1936,,3426109
HRV,1937,,3456271
HRV,1938,,3486699
HRV,1939,,3517395
HRV,1940,,3548361
HRV,1941,,3579600
HRV,1942,,3611114
HRV,1943,,3642905
HRV,1944,,3674976
HRV,1945,,3707329
HRV,1946,,3739968
HRV,1947,,3772893
HRV,1948,,3806109
HRV,1949,,3836721
HRV,1950,,3864993
HRV,1951,,3911671
HRV,1952,,3957411
HRV,1953,,4006128
HRV,1954,,4048122
HRV,1955,,4080737
HRV,1956,,4110129
HRV,1957,,4136706
HRV,1958,,4160698
HRV,1959,,4182085
HRV,1960,,4200270
HRV,1961,,4223430
HRV,1962,,4255018
HRV,1963,,4287270
HRV,1964,,4317758
HRV,1965,,4346709
HRV,1966,,4374306
HRV,1967,,4400269
HRV,1968,,4423830
HRV,1969,,4444450
HRV,1970,,4462674
HRV,1971,,4480164
HRV,1972,,4497888
HRV,1973,,4515758
HRV,1974,,4533947
HRV,1975,,4552728
HRV,1976,,4571752
HRV,1977,,4590624
HRV,1978,,4609024
HRV,1979,,4626954
HRV,1980,,4643902
HRV,1981,,4664260
HRV,1982,,4689152
HRV,1983,,4712881
HRV,1984,,4734488
HRV,2021,,3924607
HRV,2022,,3907031
HRV,2023,,3896024
CUB,1985,69.148224,10157229
CUB,1986,68.373604,10244250
CUB,1987,66.21803,10335337
CUB,1988,63.971737,10432589
CUB,1989,64.55195,10533248
CUB,1990,65.01376,10631797
CUB,1991,70.19372,10717639
CUB,1992,63.390064,10785807
CUB,1993,65.2811,10841040
CUB,1994,65.25778,10886022
CUB,1995,62.65026,10925362
CUB,1996,61.08432,10962011
CUB,1997,53.239998,10997932
CUB,1998,50.072594,11034717
CUB,1999,47.52989,11072229
CUB,2000,47.01,11109111
CUB,2001,46.549248,11144132
CUB,2002,45.385864,11177421
CUB,2003,38.632374,11209378
CUB,2004,41.216476,11238755
CUB,2005,43.46832,11262552
CUB,2006,45.902416,11278550
CUB,2007,45.15532,11287273
CUB,2008,42.10917,11291764
CUB,2009,40.29701,11294716
CUB,2010,41.057774,11297413
CUB,2011,39.58645,11301577
CUB,2012,41.14646,11303173
CUB,2013,40.807335,11298163
CUB,2014,40.837387,11285781
CUB,2015,39.16936,11275068
CUB,2016,40.72115,11265614
CUB,2017,40.161453,11247825
CUB,2018,38.607304,11227118
CUB,2019,40.29785,11202847
CUB,2020,39.254543,11176349
CUB,-10000,,241
CUB,-9000,,301
CUB,-8000,,376
CUB,-7000,,471
CUB,-6000,,588
CUB,-5000,,736
CUB,-4000,,920
CUB,-3000,,1150
CUB,-2000,,1437
CUB,-1000,,1797
CUB,0,,2246
CUB,100,,2807
CUB,200,,3509
CUB,300,,4387
CUB,400,,5484
CUB,500,,6855
CUB,600,,8569
CUB,700,,10711
CUB,800,,13389
CUB,900,,16736
CUB,1000,,20920
CUB,1100,,26150
CUB,1200,,32688
CUB,1300,,40860
CUB,1400,,51076
CUB,1500,,63845
CUB,1600,,79806
CUB,1700,,99757
CUB,1710,,115926
CUB,1720,,134714
CUB,1730,,156548
CUB,1740,,181921
CUB,1750,,211406
CUB,1760,,245669
CUB,1770,,285486
CUB,1780,,331756
CUB,1790,,385525
CUB,1800,,272000
CUB,1801,,292989
CUB,1802,,315598
CUB,1803,,339952
CUB,1804,,366184
CUB,1805,,394441
CUB,1806,,424879
CUB,1807,,457665
CUB,1808,,492981
CUB,1809,,531023
CUB,1810,,549935
CUB,1811,,567680
CUB,1812,,578471
CUB,1813,,581725
CUB,1814,,584997
CUB,1815,,588287
CUB,1816,,591596
CUB,1817,,594924
CUB,1818,,598270
CUB,1819,,607292
CUB,1820,,622317
CUB,1821,,643693
CUB,1822,,671781
CUB,1823,,706965
CUB,1824,,743993
CUB,1825,,782959
CUB,1826,,823967
CUB,1827,,867122
CUB,1828,,912537
CUB,1829,,949773
CUB,1830,,978399
CUB,1831,,997967
CUB,1832,,1008000
CUB,1833,,1008000
CUB,1834,,1008000
CUB,1835,,1008000
CUB,1836,,1008000
CUB,1837,,1008000
CUB,1838,,1008000
CUB,1839,,1011305
CUB,1840,,1017970
CUB,1841,,1028049
CUB,1842,,1041598
CUB,1843,,1058675
CUB,1844,,1076032
CUB,1845,,1093673
CUB,1846,,1111603
CUB,1847,,1129828
CUB,1848,,1148351
CUB,1849,,1167205
CUB,1850,,1186396
CUB,1851,,1206408
CUB,1852,,1226785
CUB,1853,,1247533
CUB,1854,,1268632
CUB,1855,,1290088
CUB,1856,,1311906
CUB,1857,,1334093
CUB,1858,,1356654
CUB,1859,,1373615
CUB,1860,,1384903
CUB,1861,,1390448
CUB,1862,,1390175
CUB,1863,,1384010
CUB,1864,,1377873
CUB,1865,,1371763
CUB,1866,,1365679
CUB,1867,,1359623
CUB,1868,,1353593
CUB,1869,,1352505
CUB,1870,,1356408
CUB,1871,,1365350
CUB,1872,,1379382
CUB,1873,,1398554
CUB,1874,,1417993
CUB,1875,,1437701
CUB,1876,,1457683
CUB,1877,,1477943
CUB,1878,,1498484
CUB,1879,,1517309
CUB,1880,,1534380
CUB,1881,,1549656
CUB,1882,,1563097
CUB,1883,,1574660
CUB,1884,,1586309
CUB,1885,,1598043
CUB,1886,,1609865
CUB,1887,,1621773
CUB,1888,,1633769
CUB,1889,,1644057
CUB,1890,,1652620
CUB,1891,,1659440
CUB,1892,,1664502
CUB,1893,,1667786
CUB,1894,,1671077
CUB,1895,,1674375
CUB,1896,,1677678
CUB,1897,,1680988
CUB,1898,,1684304
CUB,1899,,1697089
CUB,1900,,1719649
CUB,1901,,1752299
CUB,1902,,1795364
CUB,1903,,1849179
CUB,1904,,1904606
CUB,1905,,1961695
CUB,1906,,2020494
CUB,1907,,2081056
CUB,1908,,2143432
CUB,1909,,2208104
CUB,1910,,2275154
CUB,1911,,2344667
CUB,1912,,2416730
CUB,1913,,2491434
CUB,1914,,2568448
CUB,1915,,2647842
CUB,1916,,2729689
CUB,1917,,2814066
CUB,1918,,2899928
CUB,1919,,2985028
CUB,1920,,3069258
CUB,1921,,3152504
CUB,1922,,3234648
CUB,1923,,3315565
CUB,1924,,3398506
CUB,1925,,3483522
CUB,1926,,3570664
CUB,1927,,3659987
CUB,1928,,3751544
CUB,1929,,3839507
CUB,1930,,3923683
CUB,1931,,4003873
CUB,1932,,4079868
CUB,1933,,4151457
CUB,1934,,4224302
CUB,1935,,4298425
CUB,1936,,4373849
CUB,1937,,4450596
CUB,1938,,4528690
CUB,1939,,4614150
CUB,1940,,4707248
CUB,1941,,4808265
CUB,1942,,4917491
