Country Name,Country Code,Year,Value,Disaggregation
Bangladesh,BGD,2020,72,"female, 15+"
Bangladesh,BGD,2019,72,"female, 15+"
Bangladesh,BGD,2018,71,"female, 15+"
Bangladesh,BGD,2017,70,"female, 15+"
Bangladesh,BGD,2016,70,"female, 15+"
Bangladesh,BGD,2015,62,"female, 15+"
Bangladesh,BGD,2014,58,"female, 15+"
Bangladesh,BGD,2013,58,"female, 15+"
Bangladesh,BGD,2012,54,"female, 15+"
Bangladesh,BGD,2011,55,"female, 15+"
Bangladesh,BGD,2007,43.741,"female, 15+"
Bangladesh,BGD,2001,41,"female, 15+"
Bangladesh,BGD,1991,26,"female, 15+"
Bangladesh,BGD,1981,18,"female, 15+"
Barbados,BRB,1980,99.5,"female, 15+"
Barbados,BRB,1970,99,"female, 15+"
Belarus,BLR,2019,100,"female, 15+"
Belarus,BLR,2009,99,"female, 15+"
Belarus,BLR,1999,99,"female, 15+"
Belarus,BLR,1989,97,"female, 15+"
Belize,BLZ,2015,91.632,"female, 15+"
Belize,BLZ,2001,81.3,"female, 15+"
Belize,BLZ,1991,70,"female, 15+"
Benin,BEN,2022,36.4,"female, 15+"
Benin,BEN,2021,33.134,"female, 15+"
Benin,BEN,2017,28.55,"female, 15+"
Benin,BEN,2012,22.094,"female, 15+"
Benin,BEN,2006,18.443,"female, 15+"
Benin,BEN,2002,23,"female, 15+"
Benin,BEN,1992,17,"female, 15+"
Benin,BEN,1979,10,"female, 15+"
Bhutan,BTN,2022,63.9,"female, 15+"
Bhutan,BTN,2017,57,"female, 15+"
Bhutan,BTN,2012,45,"female, 15+"
Bhutan,BTN,2005,39,"female, 15+"
Bolivia,BOL,2020,91,"female, 15+"
Bolivia,BOL,2015,89,"female, 15+"
Bolivia,BOL,2012,92,"female, 15+"
Bolivia,BOL,2011,88,"female, 15+"
Bolivia,BOL,2009,87,"female, 15+"
Bolivia,BOL,2008,87,"female, 15+"
Bolivia,BOL,2007,86,"female, 15+"
Bolivia,BOL,2001,81,"female, 15+"
Bolivia,BOL,1992,72,"female, 15+"
Bolivia,BOL,1976,51,"female, 15+"
Bosnia and Herzegovina,BIH,2022,97.1,"female, 15+"
Bosnia and Herzegovina,BIH,2013,95,"female, 15+"
Bosnia and Herzegovina,BIH,2011,96.804,"female, 15+"
Bosnia and Herzegovina,BIH,2000,94,"female, 15+"
Bosnia and Herzegovina,BIH,1991,82,"female, 15+"
Botswana,BWA,2013,87.451,"female, 15+"
Botswana,BWA,2003,82,"female, 15+"
Botswana,BWA,1991,71,"female, 15+"
Brazil,BRA,2022,94.92,"female, 15+"
Brazil,BRA,2018,93,"female, 15+"
Brazil,BRA,2017,93,"female, 15+"
Brazil,BRA,2016,93,"female, 15+"
Brazil,BRA,2015,92,"female, 15+"
Brazil,BRA,2014,92,"female, 15+"
Brazil,BRA,2013,92,"female, 15+"
Brazil,BRA,2012,92,"female, 15+"
Brazil,BRA,2011,92,"female, 15+"
Brazil,BRA,2010,91,"female, 15+"
Brazil,BRA,2009,90,"female, 15+"
Brazil,BRA,2008,90,"female, 15+"
Brazil,BRA,2007,90,"female, 15+"
Brazil,BRA,2006,90,"female, 15+"
Brazil,BRA,2004,89,"female, 15+"
Brazil,BRA,2000,87,"female, 15+"
Brazil,BRA,1980,73,"female, 15+"
Brunei Darussalam,BRN,2021,96.86,"female, 15+"
Brunei Darussalam,BRN,2011,95,"female, 15+"
Brunei Darussalam,BRN,2001,90,"female, 15+"
Brunei Darussalam,BRN,1991,82,"female, 15+"
Brunei Darussalam,BRN,1981,69,"female, 15+"
Bulgaria,BGR,2021,98.17,"female, 15+"
Bulgaria,BGR,2011,98,"female, 15+"
Bulgaria,BGR,2001,98,"female, 15+"
Burkina Faso,BFA,2022,29.12,"female, 15+"
Burkina Faso,BFA,2021,31.031,"female, 15+"
Burkina Faso,BFA,2019,25,"female, 15+"
Burkina Faso,BFA,2018,31,"female, 15+"
Burkina Faso,BFA,2014,26,"female, 15+"
Burkina Faso,BFA,2007,21,"female, 15+"
Burkina Faso,BFA,2006,16,"female, 15+"
Burkina Faso,BFA,2005,17,"female, 15+"
Burkina Faso,BFA,2003,15,"female, 15+"
Burkina Faso,BFA,1996,8,"female, 15+"
Burkina Faso,BFA,1991,8,"female, 15+"
Burkina Faso,BFA,1975,3,"female, 15+"
Burundi,BDI,2022,69.44,"female, 15+"
Burundi,BDI,2017,61,"female, 15+"
Burundi,BDI,2016,59.441,"female, 15+"
Burundi,BDI,2014,55,"female, 15+"
Burundi,BDI,2008,43,"female, 15+"
Burundi,BDI,2000,52,"female, 15+"
Burundi,BDI,1990,28,"female, 15+"
Burundi,BDI,1979,12,"female, 15+"
Cabo Verde,CPV,2022,87.61,"female, 15+"
Cabo Verde,CPV,2015,82,"female, 15+"
Cabo Verde,CPV,2012,80,"female, 15+"
Cabo Verde,CPV,2000,69.445,"female, 15+"
Cabo Verde,CPV,1990,53,"female, 15+"
Cambodia,KHM,2022,79.65,"female, 15+"
Cambodia,KHM,2021,63.641,"female, 15+"
Cambodia,KHM,2015,75,"female, 15+"
Cambodia,KHM,2014,72,"female, 15+"
Cambodia,KHM,2009,69,"female, 15+"
Cambodia,KHM,2008,70,"female, 15+"
Cambodia,KHM,2004,64,"female, 15+"
Cambodia,KHM,1998,57,"female, 15+"
Cameroon,CMR,2020,73.12,"female, 15+"
Cameroon,CMR,2018,66.162,"female, 15+"
Cameroon,CMR,2010,65,"female, 15+"
Cameroon,CMR,2007,63,"female, 15+"
Cameroon,CMR,2000,59,"female, 15+"
Cameroon,CMR,1976,29,"female, 15+"
Cayman Islands,CYM,2017,99,"female, 15+"
Cayman Islands,CYM,2007,99,"female, 15+"
Central African Republic,CAF,2020,26.2,"female, 15+"
Central African Republic,CAF,2019,27.131,"female, 15+"
Central African Republic,CAF,2018,26,"female, 15+"
Central African Republic,CAF,2010,24.355,"female, 15+"
Central African Republic,CAF,2000,35,"female, 15+"
Central African Republic,CAF,1988,20,"female, 15+"
Central African Republic,CAF,1975,8,"female, 15+"
Chad,TCD,2022,18.87,"female, 15+"
Chad,TCD,2019,18.643,"female, 15+"
Chad,TCD,2016,14,"female, 15+"
Chad,TCD,2015,13.933,"female, 15+"
Chad,TCD,2004,18,"female, 15+"
Chad,TCD,2000,13,"female, 15+"
Chad,TCD,1993,5,"female, 15+"
Chile,CHL,2022,97.12,"female, 15+"
Chile,CHL,2017,96,"female, 15+"
Chile,CHL,2015,97,"female, 15+"
Chile,CHL,2013,96,"female, 15+"
Chile,CHL,2011,97,"female, 15+"
Chile,CHL,2002,96,"female, 15+"
Chile,CHL,1992,94,"female, 15+"
Chile,CHL,1982,91,"female, 15+"
China,CHN,2020,95,"female, 15+"
China,CHN,2010,93,"female, 15+"
China,CHN,2000,87,"female, 15+"
China,CHN,1990,68,"female, 15+"
China,CHN,1982,51,"female, 15+"
Colombia,COL,2020,96,"female, 15+"
Colombia,COL,2019,95,"female, 15+"
Colombia,COL,2018,95,"female, 15+"
Colombia,COL,2016,95,"female, 15+"
Colombia,COL,2015,94,"female, 15+"
Colombia,COL,2014,94,"female, 15+"
Colombia,COL,2011,94,"female, 15+"
Colombia,COL,2010,93,"female, 15+"
Colombia,COL,2009,93,"female, 15+"
Colombia,COL,2008,93,"female, 15+"
Colombia,COL,2007,93,"female, 15+"
Colombia,COL,2006,92,"female, 15+"
Colombia,COL,2005,93,"female, 15+"
Colombia,COL,2004,93,"female, 15+"
Colombia,COL,1996,91,"female, 15+"
Colombia,COL,1993,91,"female, 15+"
Comoros,COM,2022,56.87,"female, 15+"
Comoros,COM,2012,42.637,"female, 15+"
Comoros,COM,2000,63,"female, 15+"
Comoros,COM,1980,40,"female, 15+"
"Congo, Dem. Rep.",COD,2022,71.73,"female, 15+"
"Congo, Dem. Rep.",COD,2018,61.6,"female, 15+"
"Congo, Dem. Rep.",COD,2016,66,"female, 15+"
"Congo, Dem. Rep.",COD,2012,63,"female, 15+"
"Congo, Dem. Rep.",COD,2007,46.104,"female, 15+"
"Congo, Dem. Rep.",COD,2001,54,"female, 15+"
"Congo, Rep.",COG,2021,75.37,"female, 15+"
"Congo, Rep.",COG,2011,72.877,"female, 15+"
"Congo, Rep.",COG,2005,67,"female, 15+"
"Congo, Rep.",COG,1984,49,"female, 15+"
Costa Rica,CRI,2021,98.1,"female, 15+"
Costa Rica,CRI,2018,94.119,"female, 15+"
Costa Rica,CRI,2011,98,"female, 15+"
Costa Rica,CRI,2000,95,"female, 15+"
Costa Rica,CRI,1984,93,"female, 15+"
Cote d'Ivoire,CIV,2021,40.255,"female, 15+"
Cote d'Ivoire,CIV,2019,87,"female, 15+"
Cote d'Ivoire,CIV,2016,40.748,"female, 15+"
Cote d'Ivoire,CIV,2014,37,"female, 15+"
Cote d'Ivoire,CIV,2012,30.462,"female, 15+"
Cote d'Ivoire,CIV,2000,39,"female, 15+"
Cote d'Ivoire,CIV,1998,28,"female, 15+"
Cote d'Ivoire,CIV,1988,23,"female, 15+"
Croatia,HRV,2021,99.24,"female, 15+"
Croatia,HRV,2001,97,"female, 15+"
Croatia,HRV,1991,95,"female, 15+"
Cuba,CUB,2021,99.717,"female, 15+"
Cuba,CUB,2019,96.353,"female, 15+"
Cuba,CUB,2012,100,"female, 15+"
Cuba,CUB,2002,100,"female, 15+"
Cyprus,CYP,2021,99.15,"female, 15+"
Cyprus,CYP,2011,98,"female, 15+"
Cyprus,CYP,2001,95,"female, 15+"
Cyprus,CYP,1992,91,"female, 15+"
Dominican Republic,DOM,2022,95.6,"female, 15+"
Dominican Republic,DOM,2019,87.373,"female, 15+"
Dominican Republic,DOM,2016,94,"female, 15+"
Dominican Republic,DOM,2015,92,"female, 15+"
Dominican Republic,DOM,2014,92,"female, 15+"
Dominican Republic,DOM,2013,91,"female, 15+"
Dominican Republic,DOM,2012,90,"female, 15+"
Dominican Republic,DOM,2011,90,"female, 15+"
Dominican Republic,DOM,2010,90,"female, 15+"
Dominican Republic,DOM,2007,88,"female, 15+"
Dominican Republic,DOM,2002,87,"female, 15+"
Dominican Republic,DOM,1981,73,"female, 15+"
Ecuador,ECU,2022,93,"female, 15+"
Ecuador,ECU,2021,94,"female, 15+"
Ecuador,ECU,2020,92,"female, 15+"
Ecuador,ECU,2017,92,"female, 15+"
Ecuador,ECU,2016,93,"female, 15+"
Ecuador,ECU,2015,93,"female, 15+"
Ecuador,ECU,2014,93,"female, 15+"
Ecuador,ECU,2013,92,"female, 15+"
Ecuador,ECU,2012,91,"female, 15+"
Ecuador,ECU,2011,90,"female, 15+"
Ecuador,ECU,2010,90,"female, 15+"
Ecuador,ECU,2009,91,"female, 15+"
Ecuador,ECU,2008,91,"female, 15+"
Ecuador,ECU,2007,91,"female, 15+"
Ecuador,ECU,2001,90,"female, 15+"
Ecuador,ECU,1990,86,"female, 15+"
Ecuador,ECU,1982,80,"female, 15+"
"Egypt, Arab Rep.",EGY,2022,68.95,"female, 15+"
"Egypt, Arab Rep.",EGY,2017,66,"female, 15+"
"Egypt, Arab Rep.",EGY,2013,63,"female, 15+"
"Egypt, Arab Rep.",EGY,2012,66,"female, 15+"
"Egypt, Arab Rep.",EGY,2010,64,"female, 15+"
"Egypt, Arab Rep.",EGY,2006,58,"female, 15+"
"Egypt, Arab Rep.",EGY,2005,56,"female, 15+"
"Egypt, Arab Rep.",EGY,1996,44,"female, 15+"
"Egypt, Arab Rep.",EGY,1986,31,"female, 15+"
"Egypt, Arab Rep.",EGY,1976,22,"female, 15+"
El Salvador,SLV,2023,88,"female, 15+"
El Salvador,SLV,2020,89,"female, 15+"
El Salvador,SLV,2019,87,"female, 15+"
El Salvador,SLV,2018,87,"female, 15+"
El Salvador,SLV,2017,87,"female, 15+"
El Salvador,SLV,2016,86,"female, 15+"
El Salvador,SLV,2015,86,"female, 15+"
El Salvador,SLV,2013,85,"female, 15+"
El Salvador,SLV,2011,83,"female, 15+"
El Salvador,SLV,2010,82,"female, 15+"
El Salvador,SLV,2009,82,"female, 15+"
El Salvador,SLV,2008,81,"female, 15+"
El Salvador,SLV,2007,80,"female, 15+"
El Salvador,SLV,2006,81,"female, 15+"
El Salvador,SLV,1992,71,"female, 15+"
Equatorial Guinea,GNQ,2010,90.676,"female, 15+"
Equatorial Guinea,GNQ,2000,82,"female, 15+"
Eritrea,ERI,2018,68.946,"female, 15+"
Eritrea,ERI,2008,55,"female, 15+"
Eritrea,ERI,2002,40,"female, 15+"
Estonia,EST,2021,99.88,"female, 15+"
Estonia,EST,2011,100,"female, 15+"
Estonia,EST,2000,100,"female, 15+"
Estonia,EST,1989,100,"female, 15+"
Eswatini,SWZ,2022,90.413,"female, 15+"
Eswatini,SWZ,2020,89.47,"female, 15+"
Eswatini,SWZ,2010,82.448,"female, 15+"
Eswatini,SWZ,2000,80,"female, 15+"
Eswatini,SWZ,1986,65,"female, 15+"
Eswatini,SWZ,1976,54,"female, 15+"
Ethiopia,ETH,2019,40.383,"female, 15+"
Ethiopia,ETH,2017,44.423,"female, 15+"
Ethiopia,ETH,2016,34.419,"female, 15+"
Ethiopia,ETH,2007,29,"female, 15+"
Ethiopia,ETH,2005,17.977,"female, 15+"
Ethiopia,ETH,2004,22.8,"female, 15+"
Ethiopia,ETH,1994,19,"female, 15+"
Fiji,FJI,2021,92.428,"female, 15+"
Gabon,GAB,2022,85.04,"female, 15+"
Gabon,GAB,2021,87.066,"female, 15+"
Gabon,GAB,2012,79.879,"female, 15+"
Gabon,GAB,1993,65,"female, 15+"
"Gambia, The",GMB,2022,52.25,"female, 15+"
"Gambia, The",GMB,2021,40.452,"female, 15+"
"Gambia, The",GMB,2018,43.348,"female, 15+"
"Gambia, The",GMB,2015,42,"female, 15+"
"Gambia, The",GMB,2013,33.575,"female, 15+"
"Gambia, The",GMB,2000,25,"female, 15+"
Georgia,GEO,2022,100,"female, 15+"
Georgia,GEO,2018,99.648,"female, 15+"
Georgia,GEO,2017,99,"female, 15+"
Georgia,GEO,2014,100,"female, 15+"
Georgia,GEO,2002,100,"female, 15+"
Ghana,GHA,2020,76.19,"female, 15+"
Ghana,GHA,2017,56.02,"female, 15+"
Ghana,GHA,2010,65,"female, 15+"
Ghana,GHA,2000,50,"female, 15+"
Greece,GRC,2009,92,"female, 15+"
Greece,GRC,2001,94,"female, 15+"
Greece,GRC,1991,89,"female, 15+"
Greece,GRC,1981,85,"female, 15+"
Grenada,GRD,1980,98.3,"female, 15+"
Grenada,GRD,1970,98,"female, 15+"
Guam,GUM,2000,99.57,"female, 15+"
Guam,GUM,1990,99,"female, 15+"
Guam,GUM,1980,96,"female, 15+"
Guatemala,GTM,2022,78.609,"female, 15+"
Guatemala,GTM,2018,77,"female, 15+"
Guatemala,GTM,2015,75.136,"female, 15+"
Guatemala,GTM,2014,76,"female, 15+"
Guatemala,GTM,2013,72,"female, 15+"
Guatemala,GTM,2012,72,"female, 15+"
Guatemala,GTM,2002,63,"female, 15+"
Guatemala,GTM,1994,57,"female, 15+"
Guinea,GIN,2021,31.27,"female, 15+"
Guinea,GIN,2018,28,"female, 15+"
Guinea,GIN,2016,23.935,"female, 15+"
Guinea,GIN,2014,22,"female, 15+"
Guinea,GIN,2010,12,"female, 15+"
Guinea,GIN,2003,18,"female, 15+"
Guinea,GIN,1996,10,"female, 15+"
Guinea-Bissau,GNB,2022,41,"female, 15+"
Guinea-Bissau,GNB,2019,40.338,"female, 15+"
Guinea-Bissau,GNB,2014,30.769,"female, 15+"
Guinea-Bissau,GNB,2000,27,"female, 15+"
Guinea-Bissau,GNB,1979,9,"female, 15+"
Guyana,GUY,2022,89.66,"female, 15+"
Guyana,GUY,2020,86.9,"female, 15+"
Guyana,GUY,2014,85.035,"female, 15+"
Guyana,GUY,2009,87.252,"female, 15+"
Haiti,HTI,2017,63.874,"female, 15+"
Haiti,HTI,2016,58.301,"female, 15+"
Haiti,HTI,2006,44.599,"female, 15+"
Haiti,HTI,2003,55,"female, 15+"
Haiti,HTI,1982,33,"female, 15+"
Honduras,HND,2019,89,"female, 15+"
Honduras,HND,2018,87,"female, 15+"
Honduras,HND,2016,89,"female, 15+"
Honduras,HND,2015,88,"female, 15+"
Honduras,HND,2014,87,"female, 15+"
Honduras,HND,2013,85,"female, 15+"
Honduras,HND,2012,85,"female, 15+"
Honduras,HND,2011,85,"female, 15+"
Honduras,HND,2010,85,"female, 15+"
Honduras,HND,2007,83,"female, 15+"
Honduras,HND,2001,80,"female, 15+"
Hungary,HUN,2021,99.1,"female, 15+"
Hungary,HUN,1990,98.8,"female, 15+"
Hungary,HUN,1980,98,"female, 15+"
India,IND,2023,70,"female, 15+"
India,IND,2022,69,"female, 15+"
India,IND,2011,59,"female, 15+"
India,IND,2006,51,"female, 15+"
India,IND,2001,48,"female, 15+"
India,IND,1991,34,"female, 15+"
India,IND,1981,26,"female, 15+"
Indonesia,IDN,2020,95,"female, 15+"
Indonesia,IDN,2018,94,"female, 15+"
Indonesia,IDN,2016,94,"female, 15+"
Indonesia,IDN,2015,93,"female, 15+"
Indonesia,IDN,2014,93,"female, 15+"
Indonesia,IDN,2011,90,"female, 15+"
Indonesia,IDN,2009,90,"female, 15+"
Indonesia,IDN,2008,89,"female, 15+"
Indonesia,IDN,2006,89,"female, 15+"
Indonesia,IDN,2004,87,"female, 15+"
Indonesia,IDN,1990,75,"female, 15+"
Indonesia,IDN,1980,58,"female, 15+"
"Iran, Islamic Rep.",IRN,2022,84.87,"female, 15+"
"Iran, Islamic Rep.",IRN,2016,81,"female, 15+"
"Iran, Islamic Rep.",IRN,2014,80,"female, 15+"
"Iran, Islamic Rep.",IRN,2013,80,"female, 15+"
"Iran, Islamic Rep.",IRN,2012,78,"female, 15+"
"Iran, Islamic Rep.",IRN,2008,78,"female, 15+"
"Iran, Islamic Rep.",IRN,2006,77,"female, 15+"
"Iran, Islamic Rep.",IRN,2005,77,"female, 15+"
"Iran, Islamic Rep.",IRN,2002,70,"female, 15+"
"Iran, Islamic Rep.",IRN,1996,66,"female, 15+"
"Iran, Islamic Rep.",IRN,1991,56,"female, 15+"
"Iran, Islamic Rep.",IRN,1986,41,"female, 15+"
"Iran, Islamic Rep.",IRN,1976,24,"female, 15+"
Iraq,IRQ,2018,76.279,"female, 15+"
Iraq,IRQ,2017,80,"female, 15+"
Iraq,IRQ,2016,77,"female, 15+"
Iraq,IRQ,2014,75,"female, 15+"
Iraq,IRQ,2012,69,"female, 15+"
Iraq,IRQ,2000,64,"female, 15+"
Israel,ISR,1983,89,"female, 15+"
Italy,ITA,2019,99,"female, 15+"
Italy,ITA,2011,99,"female, 15+"
Italy,ITA,2001,98,"female, 15+"
Italy,ITA,1981,96,"female, 15+"
Jamaica,JAM,2022,90.815,"female, 15+"
Jamaica,JAM,1999,86,"female, 15+"
Jordan,JOR,2023,92,"female, 15+"
Jordan,JOR,2018,94.157,"female, 15+"
Jordan,JOR,2012,97,"female, 15+"
Jordan,JOR,2011,94,"female, 15+"
Jordan,JOR,2010,89,"female, 15+"
Jordan,JOR,2007,89,"female, 15+"
Jordan,JOR,2005,87,"female, 15+"
Jordan,JOR,2003,85,"female, 15+"
Jordan,JOR,1979,52,"female, 15+"
Kazakhstan,KAZ,2020,99.8,"female, 15+"
Kazakhstan,KAZ,2010,99.739,"female, 15+"
Kazakhstan,KAZ,2009,100,"female, 15+"
Kazakhstan,KAZ,1999,99,"female, 15+"
Kazakhstan,KAZ,1989,96,"female, 15+"
Kenya,KEN,2022,80.27,"female, 15+"
Kenya,KEN,2014,74.006,"female, 15+"
Kenya,KEN,2007,66.863,"female, 15+"
Kenya,KEN,2000,78,"female, 15+"
Kiribati,KIR,2018,98.612,"female, 15+"
"Korea, Dem. People's Rep.",PRK,2018,99.998,"female, 15+"
"Korea, Dem. People's Rep.",PRK,2008,100,"female, 15+"
"Korea, Rep.",KOR,2018,98.4,"female, 15+"
"Korea, Rep.",KOR,2008,98,"female, 15+"
Kuwait,KWT,2020,95,"female, 15+"
Kuwait,KWT,2018,95,"female, 15+"
Kuwait,KWT,2017,95,"female, 15+"
Kuwait,KWT,2015,94,"female, 15+"
Kuwait,KWT,2013,94,"female, 15+"
Kuwait,KWT,2012,95,"female, 15+"
Kuwait,KWT,2010,93,"female, 15+"
Kuwait,KWT,2008,92,"female, 15+"
Kuwait,KWT,2007,92,"female, 15+"
Kuwait,KWT,2006,91,"female, 15+"
Kuwait,KWT,2005,91,"female, 15+"
Kuwait,KWT,1995,74,"female, 15+"
Kuwait,KWT,1985,69,"female, 15+"
Kuwait,KWT,1980,59,"female, 15+"
Kuwait,KWT,1975,48,"female, 15+"
Kyrgyz Republic,KGZ,2019,99.5,"female, 15+"
Kyrgyz Republic,KGZ,2009,99,"female, 15+"
Kyrgyz Republic,KGZ,1999,98,"female, 15+"
Lao PDR,LAO,2022,83.37,"female, 15+"
Lao PDR,LAO,2015,79,"female, 15+"
Lao PDR,LAO,2011,49.723,"female, 15+"
Lao PDR,LAO,2005,63,"female, 15+"
Lao PDR,LAO,2001,61,"female, 15+"
Lao PDR,LAO,2000,58,"female, 15+"
Lao PDR,LAO,1995,48,"female, 15+"
Latvia,LVA,2021,99.91,"female, 15+"
Latvia,LVA,2011,100,"female, 15+"
Latvia,LVA,2000,100,"female, 15+"
Latvia,LVA,1989,99,"female, 15+"
Lebanon,LBN,2018,90,"female, 15+"
Lebanon,LBN,2009,88,"female, 15+"
Lebanon,LBN,2007,86,"female, 15+"
Lesotho,LSO,2022,89.76,"female, 15+"
Lesotho,LSO,2018,91.794,"female, 15+"
Lesotho,LSO,2014,84.935,"female, 15+"
Lesotho,LSO,2009,84.964,"female, 15+"
Lesotho,LSO,2000,92,"female, 15+"
Liberia,LBR,2017,34.092,"female, 15+"
Liberia,LBR,2007,27.035,"female, 15+"
Liberia,LBR,1984,19,"female, 15+"
Libya,LBY,1994,63.7,"female, 15+"
Libya,LBY,1984,42,"female, 15+"
Lithuania,LTU,2021,99.85,"female, 15+"
Lithuania,LTU,2011,100,"female, 15+"
Lithuania,LTU,2001,100,"female, 15+"
Lithuania,LTU,1989,98,"female, 15+"
"Macao SAR, China",MAC,2021,95.88,"female, 15+"
"Macao SAR, China",MAC,2016,95,"female, 15+"
"Macao SAR, China",MAC,2011,94,"female, 15+"
"Macao SAR, China",MAC,2006,91,"female, 15+"
"Macao SAR, China",MAC,2001,88,"female, 15+"
"Macao SAR, China",MAC,1981,86,"female, 15+"
Madagascar,MDG,2022,76.03,"female, 15+"
Madagascar,MDG,2021,71.754,"female, 15+"
Madagascar,MDG,2018,75,"female, 15+"
Madagascar,MDG,2012,68,"female, 15+"
Madagascar,MDG,2009,61.641,"female, 15+"
Madagascar,MDG,2005,55,"female, 15+"
Madagascar,MDG,2000,65,"female, 15+"
Malawi,MWI,2022,65.09,"female, 15+"
Malawi,MWI,2020,62.684,"female, 15+"
Malawi,MWI,2015,55.204,"female, 15+"
Malawi,MWI,2014,55.131,"female, 15+"
Malawi,MWI,2010,51.252,"female, 15+"
Malawi,MWI,1998,54,"female, 15+"
Malawi,MWI,1987,34,"female, 15+"
Malaysia,MYS,2022,95,"female, 15+"
Malaysia,MYS,2019,94,"female, 15+"
Malaysia,MYS,2018,94,"female, 15+"
Malaysia,MYS,2017,94,"female, 15+"
Malaysia,MYS,2016,93,"female, 15+"
Malaysia,MYS,2010,91,"female, 15+"
Malaysia,MYS,1991,77,"female, 15+"
Malaysia,MYS,1980,61,"female, 15+"
Maldives,MDV,2021,98.41,"female, 15+"
Maldives,MDV,2019,98.255,"female, 15+"
Maldives,MDV,2017,94.915,"female, 15+"
Maldives,MDV,2016,98,"female, 15+"
Maldives,MDV,2014,99,"female, 15+"
Maldives,MDV,2006,98,"female, 15+"
Maldives,MDV,2000,96,"female, 15+"
Maldives,MDV,1995,96,"female, 15+"
Maldives,MDV,1990,96,"female, 15+"
Maldives,MDV,1985,92,"female, 15+"
Maldives,MDV,1977,82,"female, 15+"
Mali,MLI,2020,22,"female, 15+"
Mali,MLI,2018,26,"female, 15+"
Mali,MLI,2015,22,"female, 15+"
Mali,MLI,2011,19,"female, 15+"
Mali,MLI,2010,20,"female, 15+"
Mali,MLI,2006,18,"female, 15+"
Mali,MLI,2003,16,"female, 15+"
Mali,MLI,1998,12,"female, 15+"
Mali,MLI,1976,6,"female, 15+"
Malta,MLT,2021,96.42,"female, 15+"
Malta,MLT,2011,95,"female, 15+"
Malta,MLT,2005,94,"female, 15+"
Malta,MLT,1995,89,"female, 15+"
Malta,MLT,1985,87,"female, 15+"
Marshall Islands,MHL,2011,98,"female, 15+"
Mauritania,MRT,2021,62.17,"female, 15+"
Mauritania,MRT,2020,51.812,"female, 15+"
Mauritania,MRT,2015,57.435,"female, 15+"
Mauritania,MRT,2013,57,"female, 15+"
Mauritania,MRT,2007,35.348,"female, 15+"
Mauritania,MRT,2000,43,"female, 15+"
Mauritius,MUS,2021,90.46,"female, 15+"
Mauritius,MUS,2016,91,"female, 15+"
Mauritius,MUS,2015,91,"female, 15+"
Mauritius,MUS,2014,90,"female, 15+"
Mauritius,MUS,2013,89,"female, 15+"
Mauritius,MUS,2012,89,"female, 15+"
Mauritius,MUS,2011,87,"female, 15+"
